date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:43:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:29%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-mastercard.png?v=163639441997642668931394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-mastercard79b7.png	(from https://sauce-demo.myshopify.com/)
10:43:30	2261/2261	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2007:34:15%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-mastercard.png?v=163639441997642668931394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-mastercard79b7.png	(from https://sauce-demo.myshopify.com/)
10:43:30	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2006%20Apr%202026%2007:43:30%20GMT	http://connect.facebook.net/en_US/fbds.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/connect.facebook.net/en_US/fbds.39.delayed	(from https://sauce-demo.myshopify.com/)
10:43:31	4159/4159	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bb759c47a683528c53670c1416e55ec1%22	https://connect.facebook.net/en_US/fbds.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/connect.facebook.net/en_US/fbds.js	(from https://sauce-demo.myshopify.com/)
10:43:31	3208/3208	---M--	200	added ('OK')	image/gif	date:Mon,%2006%20Apr%202026%2006:55:18%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/loader.gif?v=73301952585758455781394656067	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/loader1728.gif	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
10:43:31	4782/4782	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Apr%202026%2017:19:18%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/sprite.png?v=19773218180732711381394656067	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/spritec15f.png	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
10:43:31	4782/4782	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Mar%202026%2008:49:26%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/sprite.png?v=197732181807327113813946560675	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/sprited01a.png	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
10:43:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Apr%202026%2007:43:31%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/fancybox_sprite.png	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/fancybox_sprite.png	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
10:43:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Apr%202026%2007:43:31%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/fancybox_loading.gif	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/fancybox_loading.gif	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
10:43:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Apr%202026%2007:43:32%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/blank.gif	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/blank.gif	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
10:43:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Apr%202026%2007:43:32%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/fancybox_overlay.png?0	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/fancybox_overlaycfcd.png	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
10:43:32	3208/3208	---M--	200	added ('OK')	image/gif	date:Mon,%2006%20Apr%202026%2006:55:20%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/loader.gif	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/loader.gif	(from https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300)
